opportunity_id,sales_agent,account,engage_date,close_date,close_value,sales_price,year_established,revenue,employees,office_location,has_close_date,close_value_log,revenue_log,employees_log,product_GTK 500,product_GTX BASIC,product_GTX PLUS BASIC,product_GTX PLUS PRO,product_GTX PRO,product_MG ADVANCED,product_MG SPECIAL,manager_CARA LOSCH,manager_CELIA ROUCHE,manager_DUSTIN BRINKMANN,manager_MELVIN MARXEN,manager_ROCCO NEUBERT,manager_SUMMER SEWALD,regional_office_CENTRAL,regional_office_EAST,regional_office_WEST,series_GTK,series_GTX,series_MG,sector_EMPLOYMENT,sector_ENTERTAINMENT,sector_FINANCE,sector_MARKETING,sector_MEDICAL,sector_RETAIL,sector_SERVICES,sector_SOFTWARE,sector_TECHNOLGY,sector_TELECOMMUNICATIONS,subsidiary_of_ACME CORPORATION,subsidiary_of_BUBBA GUMP,subsidiary_of_GOLDDEX,subsidiary_of_INITY,subsidiary_of_MASSIVE DYNAMIC,subsidiary_of_SONRON,subsidiary_of_WAREPHASE,deal_stage_ENGAGING,deal_stage_LOST,deal_stage_PROSPECTING,deal_stage_WON,sales_price_scaled,decade_1970s,decade_1980s,decade_1990s,decade_2000s,decade_2010s,engage_year,engage_month,engage_dayofweek,days_to_close,closed_within_30d,account_age,rev_per_employee,agent_closed_deals,won_deal,account_win_rate
R9ZAKBFE,10,15,2017-02-24,2017-03-10,1155.0,1096,1998.0,217.87,551.0,14,1,7.052721049232323,5.3884779462559935,6.313548046277095,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.48804252088212097,0,0,1,0,0,2017.0,2.0,4.0,14.0,1,27.0,0.3954083484573503,232,1,0.9397590361445783
Y40ADYX7,11,31,2017-02-24,2017-03-11,3550.0,3393,2000.0,2952.73,5107.0,14,1,8.174984532943087,7.990824057424448,8.53856321715243,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.38564248532420037,0,0,0,1,0,2017.0,2.0,4.0,15.0,1,25.0,0.5781730957509301,152,1,0.9263157894736842
R7GVZT8J,13,65,2017-02-24,2017-05-10,0.0,3393,1987.0,1698.2,3798.0,14,1,0.0,7.43791283104762,8.242493153187626,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.38564248532420037,0,1,0,0,0,2017.0,2.0,4.0,75.0,0,38.0,0.4471300684570827,264,1,0.9433962264150944
RSEDY99J,13,35,2017-02-24,2017-06-16,1055.0,1096,1997.0,5970.82,13798.0,8,1,6.962243464266207,8.694807017548445,9.532351404751555,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.48804252088212097,0,0,1,0,0,2017.0,2.0,4.0,112.0,0,28.0,0.4327308305551529,264,1,0.11876923076923077
NR947OAB,14,35,2017-02-24,,,4821,1995.0,1698.2,3492.0,14,0,,7.43791283104762,8.158516244806831,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.9287953755560797,0,0,1,0,0,2017.0,2.0,4.0,,0,30.0,0.48631156930126,272,0,0.11876923076923077
LMKNU8IZ,17,35,2017-02-24,,,4821,1995.0,1698.2,3492.0,14,0,,7.43791283104762,8.158516244806831,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.9287953755560797,0,0,1,0,0,2017.0,2.0,4.0,,0,30.0,0.48631156930126,227,0,0.11876923076923077
D5NZQIWU,17,64,2017-02-24,2017-06-20,0.0,1096,1999.0,1699.85,5108.0,14,1,0.0,7.438883405085958,8.538758969330798,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,-0.48804252088212097,0,0,1,0,0,2017.0,2.0,4.0,116.0,0,26.0,0.33278191072826935,227,1,0.9240506329113924
Z0BGG6IJ,17,78,2017-02-24,2017-05-05,595.0,550,1983.0,2871.35,9561.0,14,1,6.39024066706535,7.962885789038285,9.165552189186048,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6957186259707807,0,1,0,0,0,2017.0,2.0,4.0,70.0,0,42.0,0.30031900428825437,227,1,0.9239130434782609
ZCA1IRGD,20,75,2017-02-24,2017-05-06,3063.0,3393,1997.0,2041.73,5276.0,14,1,8.027476530860483,7.622042427493597,8.571113033405668,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.38564248532420037,0,0,1,0,0,2017.0,2.0,4.0,71.0,0,28.0,0.38698445792266867,195,1,0.9528301886792453
NPB8ZLEO,26,43,2017-02-24,2017-05-13,0.0,3393,1980.0,5970.82,13756.0,14,1,0.0,8.694807017548445,9.529303064460995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.38564248532420037,0,1,0,0,0,2017.0,2.0,4.0,78.0,0,45.0,0.4340520500145391,347,1,0.9606741573033708
HJIO57TA,27,47,2017-02-24,2017-06-06,3246.0,3393,1989.0,665.06,1095.0,14,1,8.085486772102845,6.501379756572611,6.999422467507961,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.38564248532420037,0,1,0,0,0,2017.0,2.0,4.0,102.0,0,36.0,0.6073607305936073,193,1,0.9516129032258065
U6N053E1,0,61,2017-02-25,2017-03-02,423.0,550,2012.0,45.39,100.0,14,1,6.049733455231958,3.8370839187636525,4.61512051684126,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.6957186259707807,0,0,0,0,1,2017.0,2.0,5.0,5.0,1,13.0,0.4539,336,1,0.9166666666666666
R5RSH4JV,1,35,2017-02-25,,,5482,1995.0,1698.2,3492.0,14,0,,7.43791283104762,8.158516244806831,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.1802127848300799,0,0,1,0,0,2017.0,2.0,5.0,,0,30.0,0.48631156930126,153,0,0.11876923076923077
MTKCJVFO,2,36,2017-02-25,2017-06-18,542.0,550,1994.0,5970.82,13798.0,14,1,6.297109319933935,8.694807017548445,9.532351404751555,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.6957186259707807,0,0,1,0,0,2017.0,2.0,5.0,113.0,0,31.0,0.4327308305551529,261,1,0.9
KIP060D0,2,51,2017-02-25,2017-03-08,5040.0,4821,1997.0,882.12,2769.0,14,1,8.525359754082631,6.783461091710096,7.926602599181384,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9287953755560797,0,0,1,0,0,2017.0,2.0,5.0,11.0,1,28.0,0.31856988082340193,261,1,0.9491525423728814
YOISPUC6,4,41,2017-02-25,2017-05-21,0.0,1096,1982.0,5970.82,13798.0,14,1,0.0,8.694807017548445,9.532351404751555,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.48804252088212097,0,1,0,0,0,2017.0,2.0,5.0,85.0,0,43.0,0.4327308305551529,229,1,0.9540816326530612
2MHTTXX0,6,56,2017-02-25,2017-06-17,0.0,5482,1987.0,2938.67,8775.0,10,1,0.0,7.9860526091348385,9.079776001955066,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1.1802127848300799,0,1,0,0,0,2017.0,2.0,5.0,112.0,0,38.0,0.3348911680911681,553,1,0.9174311926605505
QU4FNKZL,6,66,2017-02-25,2017-05-09,5423.0,4821,1997.0,291.27,586.0,14,1,8.598588829620232,5.677678032570093,6.375024819828097,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9287953755560797,0,0,1,0,0,2017.0,2.0,5.0,73.0,0,28.0,0.4970477815699658,553,1,0.9014084507042254
GZUKDP7F,6,8,2017-02-25,2017-06-13,3295.0,3393,2001.0,718.62,2448.0,14,1,8.100464891029363,6.578723294908609,7.803435056952168,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.38564248532420037,0,0,0,1,0,2017.0,2.0,5.0,108.0,0,24.0,0.2935539215686275,553,1,0.9207920792079208
S519S1EK,7,55,2017-02-25,2017-06-02,568.0,550,2003.0,1419.98,4018.0,14,1,6.343880434126331,7.259102053402697,8.2987883944492,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6957186259707807,0,0,0,1,0,2017.0,2.0,5.0,97.0,0,22.0,0.35340467894474864,275,1,0.883495145631068
AL554AUI,7,77,2017-02-25,2017-05-26,640.0,550,1989.0,3838.39,8274.0,14,1,6.46302945692067,8.253068778796447,9.020994200245264,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6957186259707807,0,1,0,0,0,2017.0,2.0,5.0,90.0,0,36.0,0.4639098380468939,275,1,0.8829787234042553
MCWDHOBT,8,54,2017-02-25,2017-05-19,4612.0,4821,2002.0,349.81,315.0,14,1,8.43663368355782,5.860244766363111,5.755742213586912,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9287953755560797,0,0,0,1,0,2017.0,2.0,5.0,83.0,0,23.0,1.1105079365079364,126,1,0.8214285714285714
GDZV8N5W,10,15,2017-02-25,2017-05-26,0.0,4821,1998.0,217.87,551.0,14,1,0.0,5.3884779462559935,6.313548046277095,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.9287953755560797,0,0,1,0,0,2017.0,2.0,5.0,90.0,0,27.0,0.3954083484573503,232,1,0.9397590361445783
X1D1HYMM,12,35,2017-02-25,,,5482,1995.0,1698.2,3492.0,14,0,,7.43791283104762,8.158516244806831,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.1802127848300799,0,0,1,0,0,2017.0,2.0,5.0,,0,30.0,0.48631156930126,206,0,0.11876923076923077
F4FLJ0WW,12,31,2017-02-25,2017-05-26,0.0,1096,2000.0,2952.73,5107.0,14,1,0.0,7.990824057424448,8.53856321715243,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.48804252088212097,0,0,0,1,0,2017.0,2.0,5.0,90.0,0,25.0,0.5781730957509301,206,1,0.9263157894736842
P3VM7655,13,18,2017-02-25,2017-05-06,3281.0,3393,1982.0,4618.0,10083.0,14,1,8.096208271650037,8.437933510430605,9.218705288307811,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.38564248532420037,0,1,0,0,0,2017.0,2.0,5.0,70.0,0,43.0,0.4579986115243479,264,1,0.9069767441860465
5QU60VGE,14,23,2017-02-25,2017-03-12,0.0,550,1988.0,2059.9,3644.0,14,1,0.0,7.630898059577463,8.201111644442758,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.6957186259707807,0,1,0,0,0,2017.0,2.0,5.0,15.0,1,37.0,0.5652854006586169,272,1,0.9101123595505618
3CLBPMYZ,14,45,2017-02-25,2017-03-08,0.0,1096,1985.0,2741.37,9226.0,14,1,0.0,7.916577789020406,9.129889247578555,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.48804252088212097,0,1,0,0,0,2017.0,2.0,5.0,11.0,1,40.0,0.2971352698894429,272,1,0.8765432098765432
G17JEA75,14,57,2017-02-25,2017-03-11,59.0,55,1994.0,1188.42,3015.0,14,1,4.0943445622221,7.081221072332061,8.011686729127847,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.8839964135511591,0,0,1,0,0,2017.0,2.0,5.0,14.0,1,31.0,0.39416915422885573,272,1,0.9420289855072463
BGU0JJ9X,18,61,2017-02-25,2017-06-30,1081.0,1096,2012.0,45.39,100.0,14,1,6.9865664594064265,3.8370839187636525,4.61512051684126,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.48804252088212097,0,0,0,0,1,2017.0,2.0,5.0,125.0,0,13.0,0.4539,194,1,0.9166666666666666
U02OIJGK,18,84,2017-02-25,2017-05-09,962.0,1096,1984.0,441.08,1210.0,14,1,6.870053411798126,6.091490861175107,7.099201743553092,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.48804252088212097,0,1,0,0,0,2017.0,2.0,5.0,73.0,0,41.0,0.3645289256198347,194,1,0.9047619047619048
3N7ZXGMF,21,10,2017-02-25,2017-03-06,1123.0,1096,1998.0,2714.9,2641.0,14,1,7.024649030453636,7.9068786691495045,7.879291485082271,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.48804252088212097,0,0,1,0,0,2017.0,2.0,5.0,9.0,1,27.0,1.027981825066263,175,1,0.9669421487603306
0QHI3KG5,22,77,2017-02-25,2017-06-10,3075.0,3393,1989.0,3838.39,8274.0,14,1,8.031385330625534,8.253068778796447,9.020994200245264,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.38564248532420037,0,1,0,0,0,2017.0,2.0,5.0,105.0,0,36.0,0.4639098380468939,237,1,0.8829787234042553
0WWDVOM3,23,11,2017-02-25,2017-05-09,50.0,55,2015.0,4.54,9.0,14,1,3.9318256327243257,1.7119945007591924,2.302585092994046,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.8839964135511591,0,0,0,0,1,2017.0,2.0,5.0,73.0,0,10.0,0.5044444444444445,110,1,0.9352941176470588
QPPUCKFM,23,13,2017-02-25,2017-03-06,47.0,55,2013.0,98.79,96.0,14,1,3.871201010907891,4.603067977896221,4.574710978503383,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.8839964135511591,0,0,0,0,1,2017.0,2.0,5.0,9.0,1,12.0,1.0290625,110,1,0.8472222222222222
VGE4M1C9,25,28,2017-02-25,2017-03-08,0.0,55,2000.0,1223.72,2497.0,9,1,0.0,7.110467525423826,7.823245690685523,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.8839964135511591,0,0,0,1,0,2017.0,2.0,5.0,11.0,1,25.0,0.49007609130957147,264,1,0.9340659340659341
56XQOTXV,25,2,2017-02-25,2017-05-17,4494.0,5482,1986.0,647.18,1185.0,7,1,8.410720946905721,6.474168435556948,7.078341579557671,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1802127848300799,0,1,0,0,0,2017.0,2.0,5.0,81.0,0,39.0,0.5461434599156118,264,1,0.9347826086956522
1JC9DMNJ,26,35,2017-02-25,2017-05-06,0.0,55,1997.0,5970.82,13798.0,8,1,0.0,8.694807017548445,9.532351404751555,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.8839964135511591,0,0,1,0,0,2017.0,2.0,5.0,70.0,0,28.0,0.4327308305551529,347,1,0.11876923076923077
AK2LRFXF,26,63,2017-02-25,2017-03-11,61.0,55,1996.0,2214.94,5374.0,14,1,4.127134385045092,7.703431971688343,8.589513852995864,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.8839964135511591,0,0,1,0,0,2017.0,2.0,5.0,14.0,1,29.0,0.41215854112393,347,1,0.9285714285714286
UCK7JRXG,26,31,2017-02-25,2017-05-13,3418.0,3393,2000.0,2952.73,5107.0,14,1,8.137103389639302,7.990824057424448,8.53856321715243,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.38564248532420037,0,0,0,1,0,2017.0,2.0,5.0,77.0,0,25.0,0.5781730957509301,347,1,0.9263157894736842
GVYF29NM,27,35,2017-02-25,,,3393,1995.0,1698.2,3492.0,14,0,,7.43791283104762,8.158516244806831,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.38564248532420037,0,0,1,0,0,2017.0,2.0,5.0,,0,30.0,0.48631156930126,193,0,0.11876923076923077
DN6SG3US,28,35,2017-02-25,,,5482,1995.0,1698.2,3492.0,14,0,,7.43791283104762,8.158516244806831,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.1802127848300799,0,0,1,0,0,2017.0,2.0,5.0,,0,30.0,0.48631156930126,79,0,0.11876923076923077
WM30CUBE,28,43,2017-02-25,2017-06-02,3336.0,3393,1980.0,5970.82,13756.0,14,1,8.112827478751374,8.694807017548445,9.529303064460995,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.38564248532420037,0,1,0,0,0,2017.0,2.0,5.0,97.0,0,45.0,0.4340520500145391,79,1,0.9606741573033708
EW28ZONV,29,35,2017-02-25,,,1096,1995.0,1698.2,3492.0,14,0,,7.43791283104762,8.158516244806831,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.48804252088212097,0,0,1,0,0,2017.0,2.0,5.0,,0,30.0,0.48631156930126,261,0,0.11876923076923077
8DWOWB6Y,0,2,2017-02-26,2017-03-16,0.0,550,1986.0,647.18,1185.0,7,1,0.0,6.474168435556948,7.078341579557671,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.6957186259707807,0,1,0,0,0,2017.0,2.0,6.0,18.0,1,39.0,0.5461434599156118,336,1,0.9347826086956522
BGNB966A,1,48,2017-02-26,2017-03-13,4766.0,5482,1984.0,3027.46,9516.0,6,1,8.469472455204826,8.015809518475102,9.160834952072344,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1802127848300799,0,1,0,0,0,2017.0,2.0,6.0,15.0,1,41.0,0.31814417822614544,153,1,0.9204545454545454
4Q4CLZCH,4,55,2017-02-26,2017-06-10,0.0,3393,2003.0,1419.98,4018.0,14,1,0.0,7.259102053402697,8.2987883944492,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.38564248532420037,0,0,0,1,0,2017.0,2.0,6.0,104.0,0,22.0,0.35340467894474864,229,1,0.883495145631068
YQ24IWRQ,5,25,2017-02-26,2017-05-27,592.0,550,1995.0,5158.71,13798.0,5,1,6.385194398997726,8.548635655345855,9.532351404751555,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6957186259707807,0,0,1,0,0,2017.0,2.0,6.0,90.0,0,30.0,0.3738737498188143,187,1,0.9259259259259259
Z30RS0CL,7,39,2017-02-26,2017-06-01,0.0,550,2011.0,527.11,1428.0,14,1,0.0,6.26930459534122,7.264730177929867,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.6957186259707807,0,0,0,0,1,2017.0,2.0,6.0,95.0,0,14.0,0.369124649859944,275,1,0.7450980392156863
FRB34F3W,8,32,2017-02-26,2017-05-24,0.0,55,2003.0,692.19,1922.0,14,1,0.0,6.541304131886272,7.56164174558878,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.8839964135511591,0,0,0,1,0,2017.0,2.0,6.0,87.0,0,22.0,0.36014047866805415,126,1,0.8888888888888888
CGEHFK9N,10,72,2017-02-26,2017-05-29,0.0,4821,1988.0,5266.09,8595.0,14,1,0.0,8.569233306863506,9.059052257762401,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.9287953755560797,0,1,0,0,0,2017.0,2.0,6.0,92.0,0,37.0,0.6126922629435718,232,1,0.9137931034482759
4A189ZAB,10,18,2017-02-26,2017-06-08,5142.0,4821,1982.0,4618.0,10083.0,14,1,8.545391845774915,8.437933510430605,9.218705288307811,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9287953755560797,0,1,0,0,0,2017.0,2.0,6.0,102.0,0,43.0,0.4579986115243479,232,1,0.9069767441860465
0HELH2Q0,12,9,2017-02-26,2017-05-29,0.0,1096,1993.0,4269.9,6472.0,14,1,0.0,8.35957985684692,8.77539495854551,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.48804252088212097,0,0,1,0,0,2017.0,2.0,6.0,92.0,0,32.0,0.6597496909765141,206,1,0.9183673469387755
9E8A7MQ8,15,5,2017-02-26,,,5482,2009.0,497.11,1588.0,14,0,,6.210820936167614,7.370860166536716,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.1802127848300799,0,0,0,1,0,2017.0,2.0,6.0,,0,16.0,0.31304156171284636,335,0,0.8554216867469879
HG5P21RO,16,29,2017-02-26,2017-05-08,0.0,3393,2007.0,86.68,187.0,14,1,0.0,4.473693823199706,5.236441962829949,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.38564248532420037,0,0,0,1,0,2017.0,2.0,6.0,71.0,0,18.0,0.4635294117647059,231,1,0.9240506329113924
MGP9HCUL,17,53,2017-02-26,2017-06-16,0.0,1096,2001.0,2437.85,4874.0,14,1,0.0,7.799281895709674,8.491875383431948,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.48804252088212097,0,0,0,1,0,2017.0,2.0,6.0,110.0,0,24.0,0.5001743947476405,227,1,0.9024390243902439
HVZMZW96,19,35,2017-02-26,,,1096,1995.0,1698.2,3492.0,14,0,,7.43791283104762,8.158516244806831,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.48804252088212097,0,0,1,0,0,2017.0,2.0,6.0,,0,30.0,0.48631156930126,213,0,0.11876923076923077
1H1YDS7C,19,35,2017-02-26,,,1096,1995.0,1698.2,3492.0,14,0,,7.43791283104762,8.158516244806831,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.48804252088212097,0,0,1,0,0,2017.0,2.0,6.0,,0,30.0,0.48631156930126,213,0,0.11876923076923077
FZC2J90W,19,6,2017-02-26,,,3393,1993.0,1242.32,3027.0,14,0,,7.1255405000516605,8.01565761455734,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.38564248532420037,0,0,1,0,0,2017.0,2.0,6.0,,0,32.0,0.410412950115626,213,0,0.8135593220338984
XX84TIMO,19,21,2017-02-26,2017-06-26,0.0,1096,1995.0,1825.82,5595.0,14,1,0.0,7.510332029356891,8.629807335785372,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-0.48804252088212097,0,0,1,0,0,2017.0,2.0,6.0,120.0,0,30.0,0.32633065236818587,213,1,0.8636363636363636
2JFS8EGS,19,49,2017-02-26,2017-05-03,0.0,55,1987.0,405.59,1179.0,1,1,0.0,6.007805306696034,7.07326971745971,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.8839964135511591,0,1,0,0,0,2017.0,2.0,6.0,66.0,0,38.0,0.34401187446988973,213,1,0.8524590163934426
